ID,車名,支払総額,車両価格,諸費用,色,年式,走行距離,地域,車検,ミッション,駆動方式,整備ノート,排気量,法定整備,動力,修復歴,ワンオーナー,未使用車,禁煙車,外装,内装,機関,修理歴,カーナビ,ETC,スマートキー,盗難防止システム,アイドリングストップ,100V電源,USB入力端子,Bluetooth接続,音楽プレイヤー接続可,CDデッキ,DVDデッキ,テレビ,パワーステアリング,パワーウィンドウ,寒冷地仕様,本革シート,ハーフレザーシート,パワーシート,ベンチシート,フルフラット,シートエアコン,シートヒーター,ローダウン,電動リアゲート,サンルーフ,ディスチャージドランプ,LEDヘッドランプ,アルミホイール,エアロパーツ,エアバッグ,ドライブレコーダー,バックモニターカメラ,全周囲カメラ,フロントカメラ,サイドカメラ,横滑り防止装置,衝突安全ボディ,衝突被害軽減システム,ABS,クルーズコントロール,アダプティブクルーズコントロール,クリアランスソナー,オートライト,レーンアシスト,パークアシスト,自動駐車システム
73,プリウス Ｓツーリングセレクション,199.8,189.8,10,パールホワイト,2020,5.5,滋賀県,2025/02,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
74,プリウス Ｚ,528,518,10,パールホワイト,2023,0.3,奈良県,2026/09,CVT,2WD,1,2000cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
75,プリウス Ｚ,529.3,520,9.3,ブラック,2023,0.4,兵庫県,2026/07,CVT,4WD,1,2000cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
76,プリウス Ｚ,537.4,528,9.4,パール,2023,0.0025,大阪府,2026/12,CVT,2WD,1,2000cc,0,ハイブリッド,0,1,1,1,5,5,正常,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
77,プリウス Ｚ,529,519,10,ブラック,2023,0.2,兵庫県,2026/11,CVT,2WD,1,2000cc,0,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
78,プリウス Ｓツーリングセレクション,229,219,10,ブラック,2019,3.6,大阪府,2024/12,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,4,4,正常,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0
79,プリウス Ｓツーリングセレクション,267.7,260.3,7.4,ホワイトパールクリスタルシャイン,2019,1.7,奈良県,2024/07,AT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0
80,プリウス Ｓ,110.5,102.1,8.4,シルバーメタリック,2017,7.1,京都府,2025/08,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0
81,プリウス Ｅ,178.8,168.9,9.9,ブラック,2018,3.6,奈良県,2025/08,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82,プリウス Ｓ,159.9,146.9,13,スーパーホワイトＩＩ,2018,6.2,兵庫県,2025/10,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0
83,プリウス Ａプレミアム,250,239.8,10.2,アティチュードブラックマイカ,2019,2.5,奈良県,2024/09,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0
84,プリウス Ｓツーリングセレクション,267.9,256.9,11,パール,2019,3.4,兵庫県,2026/06,CVT,2WD,1,1800cc,1,ガソリン,0,0,0,1,NA,NA,NA,NA,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0
85,プリウス Ｓセーフティプラス,186.5,174.9,11.6,ホワイトパールクリスタルシャイン,2017,4.3,京都府,2024/08,AT,2WD,1,1800cc,1,ガソリン,0,0,0,1,4,4,正常,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0
86,プリウス Ａツーリングセレクション,190.4,179,11.4,サーモテクトライムグリーン,2016,0.9,大阪府,2025/07,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,5,5,正常,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0
87,プリウス 1.8,159.9,147.1,12.8,ホワイトパールクリスタルシャイン,2018,5.7,滋賀県,2025/06,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88,プリウス Ｓツーリングセレクション,263.1,256.2,6.9,ホワイトパールクリスタルシャイン,2019,3.1,奈良県,2024/10,AT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0
89,プリウス Ｓツーリングセレクション,209.9,197.6,12.3,ホワイトパールクリスタルシャイン,2020,7.9,滋賀県,2025/03,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0
90,プリウス Ｓセーフティプラス,115.9,103,12.9,シルバーメタリック,2018,11,滋賀県,2025/08,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0
91,プリウス Ｓツーリングセレクション,222.9,211.9,11,ブラック,2019,6.5,兵庫県,2026/05,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0
92,プリウス Ｓセーフティプラス,233.3,218.9,14.4,ホワイトパールクリスタルシャイン,2018,2.5,兵庫県,2025/12,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,5,5,正常,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
93,プリウス Ｓセーフティプラス,195.8,188.7,7.1,アティチュードブラックマイカ：２１８,2017,3.2,大阪府,2024/11,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0
94,プリウス Ａツーリングセレクション,257.2,244.9,12.3,パール,2019,3.5,滋賀県,2025/09,AT,2WD,1,1800cc,1,ガソリン,0,0,0,1,5,5,正常,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0
95,プリウス Ｓツーリングセレクション,159,148,11,パールホワイト,2019,13.5,兵庫県,2024/08,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,4,4,正常,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0
96,プリウス Ａツーリングセレクション,240,218,22,パールホワイト,2019,6.4,大阪府,2024/06,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,4,4,正常,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
97,プリウス Ｓセーフティプラス,159.9,152.2,7.7,スティールブロンドＭ,2016,4.6,兵庫県,2025/09,AT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0
98,プリウス Ａツーリングセレクション,205,195,10,グレーメタリック,2019,6.5,大阪府,2024/08,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
99,プリウス Ａ,185.9,173.1,12.8,ホワイトパールクリスタルシャイン,2016,2.7,大阪府,2025/06,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0
100,プリウス Ｓセーフティプラス,159.9,147.3,12.6,アティチュードブラックマイカ,2018,8.1,滋賀県,2025/03,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0
101,プリウス Ｓセーフティプラス,169.9,156.8,13.1,スティールブロンドメタリック,2016,2.8,和歌山県,2025/12,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0
102,プリウス Ａツーリングセレクション,234.9,221.6,13.3,グレーメタリック,2019,4.9,大阪府,2026/03,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1
103,プリウス Ｓツーリングセレクション,89.9,78.6,11.3,ブラック,2014,6.5,京都府,2025/09,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,4,4,正常,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
104,プリウス Ｓセーフティプラス,169.9,157.1,12.8,ホワイトパールクリスタルシャイン,2018,5.7,滋賀県,2025/06,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0
105,プリウス Ａツーリングセレクション,214.9,201.7,13.2,ホワイトパールクリスタルシャイン,2019,7.2,滋賀県,2026/01,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1
106,プリウス Ｓ,89.9,77.3,12.6,シルバーメタリック,2014,5.8,和歌山県,2025/04,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,3,4,正常,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
107,プリウス Ｓ,109.8,99.8,10,ホワイトパールクリスタルシャイン,2013,1,京都府,2024/11,CVT,2WD,1,1800cc,0,ハイブリッド,0,1,0,1,5,5,正常,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
108,プリウス Ｓ,78,68,10,シルバー,2014,5.7,奈良県,2024/06,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
109,プリウス Ｓセーフティプラス,149.9,137.5,12.4,アティチュードブラックマイカ×ホワイトパールクリスタルシャイ,2017,9.7,兵庫県,2024/12,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0
110,プリウス Ｇ,118.8,101.8,17,ブラック,2014,4.8,大阪府,2025/03,AT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,3,4,正常,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
111,プリウス Ｓ,119.9,107.3,12.6,グレーメタリック,2016,7.9,滋賀県,2025/02,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
112,プリウス Ｓセーフティプラス,169.9,157.5,12.4,ホワイトパールクリスタルシャイン,2017,6.8,大阪府,2024/11,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,4,3,正常,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0
113,プリウス Ａツーリングセレクション,201.8,184.8,17,ホワイトパールクリスタルシャイン,2016,2.2,大阪府,2025/06,AT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,4,4,正常,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0
114,プリウス Ｓセーフティプラス,189.9,182.2,7.7,ホワイトパールクリスタルシャイン,2016,1.9,兵庫県,2025/10,AT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1
115,プリウス Ｓ,59.8,49.8,10,シルバーメタリック,2010,2.7,大阪府,2025/01,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,1,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
116,プリウス Ｓセーフティプラス,194.9,182.3,12.6,アティチュードブラックマイカ,2018,4.5,大阪府,2025/03,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0
117,プリウス Ｓ,204.9,189.1,15.8,スーパーホワイトＩＩ,2021,2.4,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0
118,プリウス ＳセーフティプラスＩＩ,226.2,209.9,16.3,プラチナホワイトパールマイカ,2021,1.6,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
119,プリウス Ｓ,189.4,168.4,21,グレーメタリック,2021,4.3,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,4,4,正常,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0
120,プリウス Ｓセーフティプラス,160,150,10,パール,2016,6.2,滋賀県,2026/04,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0
121,プリウス Ｓ,89.9,77.7,12.2,シルバーメタリック,2015,7.2,大阪府,2024/09,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,4,4,正常,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
122,プリウス Ｓ,129.9,117.3,12.6,ホワイトパールクリスタルシャイン,2016,8.9,和歌山県,2025/03,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0
123,プリウス Ａ,169.9,157.5,12.4,スーパーホワイトＩＩ,2017,7.1,大阪府,2024/12,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0
124,プリウス Ｓ,80.6,69.9,10.7,シルバーメタリック,2013,4.2,大阪府,2025/06,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
125,プリウス Ｓ,76.4,65,11.4,シルバー,2012,3.5,滋賀県,2025/05,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
126,プリウス Ｓ,99.1,85.9,13.2,ボルドーマイカメタリック,2012,5.4,兵庫県,2024/10,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,4,4,正常,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
127,プリウス 1.8,197.9,184.5,13.4,ホワイトパールクリスタルシャイン,2017,5.6,兵庫県,2026/05,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
128,プリウス Ｓツーリングセレクション,197.9,184.5,13.4,ホワイトパールクリスタルシャイン,2017,5.6,兵庫県,2026/05,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,4,4,正常,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0
129,プリウス Ｓ,194.9,178.6,16.3,スーパーホワイトＩＩ,2021,5.1,和歌山県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0
130,プリウス Ｓ,95,79,16,ホワイト,2013,5.3,大阪府,2026/05,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131,プリウス Ａツーリングセレクション,215.8,208.1,7.7,アティチュードブラックマイカ：２１８,2016,2.9,大阪府,2025/10,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0
132,プリウス Ｓ,124.9,116.9,8,スーパーホワイトＩＩ,2016,10.7,兵庫県,2025/07,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
133,プリウス Ａ,157.9,145.2,12.7,シルバーメタリック,2016,6.7,大阪府,2025/05,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1
134,プリウス Ａ,162.2,149.9,12.3,ホワイトパールクリスタルシャイン,2016,7.4,奈良県,2025/09,CVT,2WD,1,1800cc,1,ガソリン,0,1,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0
135,プリウス Ｓ,110.3,92.8,17.5,ホワイトパールクリスタルシャイン,2014,6.1,兵庫県,2025/02,AT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,5,4,正常,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
136,プリウス 1.8,199.9,187,12.8,ホワイトパールクリスタルシャイン,2016,3.1,滋賀県,2025/06,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
137,プリウス Ａツーリングセレクション,196.9,184.1,12.8,ホワイトパールクリスタルシャイン,2016,3.1,滋賀県,2025/06,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1
138,プリウス Ａプレミアム,278,260,18,パールホワイト,2021,0.7,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,5,5,正常,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0
139,プリウス Ｓ,125.8,113.8,12,パールホワイト,2016,10,兵庫県,2025/01,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
140,プリウス Ｓツーリングセレクション,116.3,108.2,8.1,ホワイトパールクリスタルシャイン,2016,11.8,京都府,2025/03,CVT,4WD,1,1800cc,0,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0
141,プリウス 1.8,150.7,139.8,10.9,レッドワインレッド,2016,8.3,滋賀県,2025/12,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
142,プリウス Ａプレミアム,210,198,12,パールホワイト,2016,3.7,大阪府,2025/06,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,1,NA,NA,NA,NA,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
